site,date,rainfall_mm
HY Richmond Weather at TDC Roof,2020-05-12,0
HY Richmond Weather at TDC Roof,2020-05-13,0
HY Richmond Weather at TDC Roof,2020-05-14,0
HY Richmond Weather at TDC Roof,2020-05-15,0.477
HY Richmond Weather at TDC Roof,2020-05-16,0
HY Richmond Weather at TDC Roof,2020-05-17,0
HY Richmond Weather at TDC Roof,2020-05-18,0
HY Richmond Weather at TDC Roof,2020-05-19,0
HY Richmond Weather at TDC Roof,2020-05-20,0
HY Richmond Weather at TDC Roof,2020-05-21,0
HY Richmond Weather at TDC Roof,2020-05-22,0
HY Richmond Weather at TDC Roof,2020-05-23,0
HY Richmond Weather at TDC Roof,2020-05-24,22.89
HY Richmond Weather at TDC Roof,2020-05-25,14.783
HY Richmond Weather at TDC Roof,2020-05-26,0
HY Richmond Weather at TDC Roof,2020-05-27,0
HY Richmond Weather at TDC Roof,2020-05-28,0
HY Richmond Weather at TDC Roof,2020-05-29,6.199
HY Richmond Weather at TDC Roof,2020-05-30,0
HY Richmond Weather at TDC Roof,2020-05-31,0
HY Richmond Weather at TDC Roof,2020-06-01,0.477
HY Richmond Weather at TDC Roof,2020-06-02,0
HY Richmond Weather at TDC Roof,2020-06-03,5.723
HY Richmond Weather at TDC Roof,2020-06-04,25.746
HY Richmond Weather at TDC Roof,2020-06-05,0.954
HY Richmond Weather at TDC Roof,2020-06-06,0.477
HY Richmond Weather at TDC Roof,2020-06-07,0
HY Richmond Weather at TDC Roof,2020-06-08,0
HY Richmond Weather at TDC Roof,2020-06-09,0
HY Richmond Weather at TDC Roof,2020-06-10,0
HY Richmond Weather at TDC Roof,2020-06-11,0
HY Richmond Weather at TDC Roof,2020-06-12,0.891
HY Richmond Weather at TDC Roof,2020-06-13,0
HY Richmond Weather at TDC Roof,2020-06-14,0
HY Richmond Weather at TDC Roof,2020-06-15,0
HY Richmond Weather at TDC Roof,2020-06-16,0.445
HY Richmond Weather at TDC Roof,2020-06-17,0.445
HY Richmond Weather at TDC Roof,2020-06-18,2.225
HY Richmond Weather at TDC Roof,2020-06-19,7.122
HY Richmond Weather at TDC Roof,2020-06-20,0
HY Richmond Weather at TDC Roof,2020-06-21,0
HY Richmond Weather at TDC Roof,2020-06-22,0
HY Richmond Weather at TDC Roof,2020-06-23,0
HY Richmond Weather at TDC Roof,2020-06-24,0
HY Richmond Weather at TDC Roof,2020-06-25,0
HY Richmond Weather at TDC Roof,2020-06-26,0
HY Richmond Weather at TDC Roof,2020-06-27,1.78
HY Richmond Weather at TDC Roof,2020-06-28,1.335
HY Richmond Weather at TDC Roof,2020-06-29,1.335
HY Richmond Weather at TDC Roof,2020-06-30,0.445
HY Richmond Weather at TDC Roof,2020-07-01,0
HY Richmond Weather at TDC Roof,2020-07-02,0
HY Richmond Weather at TDC Roof,2020-07-03,0
HY Richmond Weather at TDC Roof,2020-07-04,0
HY Richmond Weather at TDC Roof,2020-07-05,16.468
HY Richmond Weather at TDC Roof,2020-07-06,11.574
HY Richmond Weather at TDC Roof,2020-07-07,0.445
HY Richmond Weather at TDC Roof,2020-07-08,0
HY Richmond Weather at TDC Roof,2020-07-09,0
HY Richmond Weather at TDC Roof,2020-07-10,0
HY Richmond Weather at TDC Roof,2020-07-11,0
HY Richmond Weather at TDC Roof,2020-07-12,0
HY Richmond Weather at TDC Roof,2020-07-13,0
HY Richmond Weather at TDC Roof,2020-07-14,0
HY Richmond Weather at TDC Roof,2020-07-15,0
HY Richmond Weather at TDC Roof,2020-07-16,0
HY Richmond Weather at TDC Roof,2020-07-17,0
HY Richmond Weather at TDC Roof,2020-07-18,0
HY Richmond Weather at TDC Roof,2020-07-19,1.78
HY Richmond Weather at TDC Roof,2020-07-20,1.78
HY Richmond Weather at TDC Roof,2020-07-21,14.693
HY Richmond Weather at TDC Roof,2020-07-22,0
HY Richmond Weather at TDC Roof,2020-07-23,1.336
HY Richmond Weather at TDC Roof,2020-07-24,0
HY Richmond Weather at TDC Roof,2020-07-25,0
HY Richmond Weather at TDC Roof,2020-07-26,0
HY Richmond Weather at TDC Roof,2020-07-27,0
HY Richmond Weather at TDC Roof,2020-07-28,0
HY Richmond Weather at TDC Roof,2020-07-29,0
HY Richmond Weather at TDC Roof,2020-07-30,0
HY Richmond Weather at TDC Roof,2020-07-31,0
HY Richmond Weather at TDC Roof,2020-08-01,0
HY Richmond Weather at TDC Roof,2020-08-02,0
HY Richmond Weather at TDC Roof,2020-08-03,0
HY Richmond Weather at TDC Roof,2020-08-04,0
HY Richmond Weather at TDC Roof,2020-08-05,0
HY Richmond Weather at TDC Roof,2020-08-06,10.685
HY Richmond Weather at TDC Roof,2020-08-07,4.452
HY Richmond Weather at TDC Roof,2020-08-08,1.335
HY Richmond Weather at TDC Roof,2020-08-09,0
HY Richmond Weather at TDC Roof,2020-08-10,0
HY Richmond Weather at TDC Roof,2020-08-11,0
HY Richmond Weather at TDC Roof,2020-08-12,0
HY Richmond Weather at TDC Roof,2020-08-13,0
HY Richmond Weather at TDC Roof,2020-08-14,0
HY Richmond Weather at TDC Roof,2020-08-15,0
HY Richmond Weather at TDC Roof,2020-08-16,0
HY Richmond Weather at TDC Roof,2020-08-17,0
HY Richmond Weather at TDC Roof,2020-08-18,0
HY Richmond Weather at TDC Roof,2020-08-19,24.479
HY Richmond Weather at TDC Roof,2020-08-20,8.461
HY Richmond Weather at TDC Roof,2020-08-21,0.89
HY Richmond Weather at TDC Roof,2020-08-22,0
HY Richmond Weather at TDC Roof,2020-08-23,7.568
HY Richmond Weather at TDC Roof,2020-08-24,10.681
HY Richmond Weather at TDC Roof,2020-08-25,1.335
HY Richmond Weather at TDC Roof,2020-08-26,6.675
HY Richmond Weather at TDC Roof,2020-08-27,0.445
HY Richmond Weather at TDC Roof,2020-08-28,0
HY Richmond Weather at TDC Roof,2020-08-29,0
HY Richmond Weather at TDC Roof,2020-08-30,0
HY Richmond Weather at TDC Roof,2020-08-31,0
HY Richmond Weather at TDC Roof,2020-09-01,10.684
HY Richmond Weather at TDC Roof,2020-09-02,1.335
HY Richmond Weather at TDC Roof,2020-09-03,0
HY Richmond Weather at TDC Roof,2020-09-04,0
HY Richmond Weather at TDC Roof,2020-09-05,0
HY Richmond Weather at TDC Roof,2020-09-06,0
HY Richmond Weather at TDC Roof,2020-09-07,0
HY Richmond Weather at TDC Roof,2020-09-08,0
HY Richmond Weather at TDC Roof,2020-09-09,0
HY Richmond Weather at TDC Roof,2020-09-10,3.561
HY Richmond Weather at TDC Roof,2020-09-11,0
HY Richmond Weather at TDC Roof,2020-09-12,0
HY Richmond Weather at TDC Roof,2020-09-13,0
HY Richmond Weather at TDC Roof,2020-09-14,0
HY Richmond Weather at TDC Roof,2020-09-15,9.349
HY Richmond Weather at TDC Roof,2020-09-16,0
HY Richmond Weather at TDC Roof,2020-09-17,0.445
HY Richmond Weather at TDC Roof,2020-09-18,8.456
HY Richmond Weather at TDC Roof,2020-09-19,0.445
HY Richmond Weather at TDC Roof,2020-09-20,0.89
HY Richmond Weather at TDC Roof,2020-09-21,0
HY Richmond Weather at TDC Roof,2020-09-22,0
HY Richmond Weather at TDC Roof,2020-09-23,0
HY Richmond Weather at TDC Roof,2020-09-24,0
HY Richmond Weather at TDC Roof,2020-09-25,0
HY Richmond Weather at TDC Roof,2020-09-26,14.693
HY Richmond Weather at TDC Roof,2020-09-27,10.686
HY Richmond Weather at TDC Roof,2020-09-28,4.006
HY Richmond Weather at TDC Roof,2020-09-29,5.342
HY Richmond Weather at TDC Roof,2020-09-30,0
HY Richmond Weather at TDC Roof,2020-10-01,0
HY Richmond Weather at TDC Roof,2020-10-02,0
HY Richmond Weather at TDC Roof,2020-10-03,0
HY Richmond Weather at TDC Roof,2020-10-04,0
HY Richmond Weather at TDC Roof,2020-10-05,0
HY Richmond Weather at TDC Roof,2020-10-06,0
HY Richmond Weather at TDC Roof,2020-10-07,0
HY Richmond Weather at TDC Roof,2020-10-08,0
HY Richmond Weather at TDC Roof,2020-10-09,0
HY Richmond Weather at TDC Roof,2020-10-10,4.895
HY Richmond Weather at TDC Roof,2020-10-11,1.78
HY Richmond Weather at TDC Roof,2020-10-12,0
HY Richmond Weather at TDC Roof,2020-10-13,0
HY Richmond Weather at TDC Roof,2020-10-14,5.788
HY Richmond Weather at TDC Roof,2020-10-15,0
HY Richmond Weather at TDC Roof,2020-10-16,0
HY Richmond Weather at TDC Roof,2020-10-17,0
HY Richmond Weather at TDC Roof,2020-10-18,3.561
HY Richmond Weather at TDC Roof,2020-10-19,8.902
HY Richmond Weather at TDC Roof,2020-10-20,0
HY Richmond Weather at TDC Roof,2020-10-21,0
HY Richmond Weather at TDC Roof,2020-10-22,0
HY Richmond Weather at TDC Roof,2020-10-23,0
HY Richmond Weather at TDC Roof,2020-10-24,0
HY Richmond Weather at TDC Roof,2020-10-25,0
HY Richmond Weather at TDC Roof,2020-10-26,0.954
HY Richmond Weather at TDC Roof,2020-10-27,13.356
HY Richmond Weather at TDC Roof,2020-10-28,0
HY Richmond Weather at TDC Roof,2020-10-29,6.201
HY Richmond Weather at TDC Roof,2020-10-30,0
HY Richmond Weather at TDC Roof,2020-10-31,3.339
HY Richmond Weather at TDC Roof,2020-11-01,0
HY Richmond Weather at TDC Roof,2020-11-02,15.264
HY Richmond Weather at TDC Roof,2020-11-03,20.511
HY Richmond Weather at TDC Roof,2020-11-04,18.609
HY Richmond Weather at TDC Roof,2020-11-05,3.817
HY Richmond Weather at TDC Roof,2020-11-06,13.837
HY Richmond Weather at TDC Roof,2020-11-07,7.159
HY Richmond Weather at TDC Roof,2020-11-08,30.068
HY Richmond Weather at TDC Roof,2020-11-09,0
HY Richmond Weather at TDC Roof,2020-11-10,0
HY Richmond Weather at TDC Roof,2020-11-11,0
HY Richmond Weather at TDC Roof,2020-11-12,0.477
HY Richmond Weather at TDC Roof,2020-11-13,0
HY Richmond Weather at TDC Roof,2020-11-14,0
HY Richmond Weather at TDC Roof,2020-11-15,0
HY Richmond Weather at TDC Roof,2020-11-16,0
HY Richmond Weather at TDC Roof,2020-11-17,0
HY Richmond Weather at TDC Roof,2020-11-18,27.207
HY Richmond Weather at TDC Roof,2020-11-19,0.477
HY Richmond Weather at TDC Roof,2020-11-20,0.477
HY Richmond Weather at TDC Roof,2020-11-21,0
HY Richmond Weather at TDC Roof,2020-11-22,0
HY Richmond Weather at TDC Roof,2020-11-23,7.157
HY Richmond Weather at TDC Roof,2020-11-24,0
HY Richmond Weather at TDC Roof,2020-11-25,1.022
HY Richmond Weather at TDC Roof,2020-11-26,0.511
HY Richmond Weather at TDC Roof,2020-11-27,2.555
HY Richmond Weather at TDC Roof,2020-11-28,0
HY Richmond Weather at TDC Roof,2020-11-29,5.11
HY Richmond Weather at TDC Roof,2020-11-30,27.594
HY Richmond Weather at TDC Roof,2020-12-01,0.511
HY Richmond Weather at TDC Roof,2020-12-02,0
HY Richmond Weather at TDC Roof,2020-12-03,0
HY Richmond Weather at TDC Roof,2020-12-04,0
HY Richmond Weather at TDC Roof,2020-12-05,1.022
HY Richmond Weather at TDC Roof,2020-12-06,0
HY Richmond Weather at TDC Roof,2020-12-07,3.577
HY Richmond Weather at TDC Roof,2020-12-08,0.511
HY Richmond Weather at TDC Roof,2020-12-09,0.511
HY Richmond Weather at TDC Roof,2020-12-10,10.731
HY Richmond Weather at TDC Roof,2020-12-11,0
HY Richmond Weather at TDC Roof,2020-12-12,0
HY Richmond Weather at TDC Roof,2020-12-13,0
HY Richmond Weather at TDC Roof,2020-12-14,0
HY Richmond Weather at TDC Roof,2020-12-15,0
HY Richmond Weather at TDC Roof,2020-12-16,0
HY Richmond Weather at TDC Roof,2020-12-17,0
HY Richmond Weather at TDC Roof,2020-12-18,0
HY Richmond Weather at TDC Roof,2020-12-19,0
HY Richmond Weather at TDC Roof,2020-12-20,0
HY Richmond Weather at TDC Roof,2020-12-21,0.511
HY Richmond Weather at TDC Roof,2020-12-22,29.13
HY Richmond Weather at TDC Roof,2020-12-23,20.441
HY Richmond Weather at TDC Roof,2020-12-24,0
HY Richmond Weather at TDC Roof,2020-12-25,0
HY Richmond Weather at TDC Roof,2020-12-26,16.866
HY Richmond Weather at TDC Roof,2020-12-27,0
HY Richmond Weather at TDC Roof,2020-12-28,0
HY Richmond Weather at TDC Roof,2020-12-29,0
HY Richmond Weather at TDC Roof,2020-12-30,0
HY Richmond Weather at TDC Roof,2020-12-31,1.022
HY Richmond Weather at TDC Roof,2021-01-01,0
HY Richmond Weather at TDC Roof,2021-01-02,4.599
HY Richmond Weather at TDC Roof,2021-01-03,0
HY Richmond Weather at TDC Roof,2021-01-04,0
HY Richmond Weather at TDC Roof,2021-01-05,0
HY Richmond Weather at TDC Roof,2021-01-06,0
HY Richmond Weather at TDC Roof,2021-01-07,0.511
HY Richmond Weather at TDC Roof,2021-01-08,0
HY Richmond Weather at TDC Roof,2021-01-09,4.088
HY Richmond Weather at TDC Roof,2021-01-10,0
HY Richmond Weather at TDC Roof,2021-01-11,0
HY Richmond Weather at TDC Roof,2021-01-12,0
HY Richmond Weather at TDC Roof,2021-01-13,0
HY Richmond Weather at TDC Roof,2021-01-14,0
HY Richmond Weather at TDC Roof,2021-01-15,0
HY Richmond Weather at TDC Roof,2021-01-16,0
HY Richmond Weather at TDC Roof,2021-01-17,1.533
HY Richmond Weather at TDC Roof,2021-01-18,0
HY Richmond Weather at TDC Roof,2021-01-19,0
HY Richmond Weather at TDC Roof,2021-01-20,5.621
HY Richmond Weather at TDC Roof,2021-01-21,1.022
HY Richmond Weather at TDC Roof,2021-01-22,0
HY Richmond Weather at TDC Roof,2021-01-23,0
HY Richmond Weather at TDC Roof,2021-01-24,0
HY Richmond Weather at TDC Roof,2021-01-25,0
HY Richmond Weather at TDC Roof,2021-01-26,0
HY Richmond Weather at TDC Roof,2021-01-27,0
HY Richmond Weather at TDC Roof,2021-01-28,0
HY Richmond Weather at TDC Roof,2021-01-29,0
HY Richmond Weather at TDC Roof,2021-01-30,0
HY Richmond Weather at TDC Roof,2021-01-31,0
HY Richmond Weather at TDC Roof,2021-02-01,0
HY Richmond Weather at TDC Roof,2021-02-02,0
HY Richmond Weather at TDC Roof,2021-02-03,0
HY Richmond Weather at TDC Roof,2021-02-04,0
HY Richmond Weather at TDC Roof,2021-02-05,0
HY Richmond Weather at TDC Roof,2021-02-06,0
HY Richmond Weather at TDC Roof,2021-02-07,0
HY Richmond Weather at TDC Roof,2021-02-08,0
HY Richmond Weather at TDC Roof,2021-02-09,15.33
HY Richmond Weather at TDC Roof,2021-02-10,3.066
HY Richmond Weather at TDC Roof,2021-02-11,0
HY Richmond Weather at TDC Roof,2021-02-12,0
HY Richmond Weather at TDC Roof,2021-02-13,0
HY Richmond Weather at TDC Roof,2021-02-14,0
HY Richmond Weather at TDC Roof,2021-02-15,1.533
HY Richmond Weather at TDC Roof,2021-02-16,0.511
HY Richmond Weather at TDC Roof,2021-02-17,0
HY Richmond Weather at TDC Roof,2021-02-18,0
HY Richmond Weather at TDC Roof,2021-02-19,0
HY Richmond Weather at TDC Roof,2021-02-20,0
HY Richmond Weather at TDC Roof,2021-02-21,0
HY Richmond Weather at TDC Roof,2021-02-22,0
HY Richmond Weather at TDC Roof,2021-02-23,0
HY Richmond Weather at TDC Roof,2021-02-24,0.511
HY Richmond Weather at TDC Roof,2021-02-25,25.551
HY Richmond Weather at TDC Roof,2021-02-26,2.044
HY Richmond Weather at TDC Roof,2021-02-27,0.511
HY Richmond Weather at TDC Roof,2021-02-28,0
HY Richmond Weather at TDC Roof,2021-03-01,6.133
HY Richmond Weather at TDC Roof,2021-03-02,49.576
HY Richmond Weather at TDC Roof,2021-03-03,0
HY Richmond Weather at TDC Roof,2021-03-04,0
HY Richmond Weather at TDC Roof,2021-03-05,0
HY Richmond Weather at TDC Roof,2021-03-06,5.11
HY Richmond Weather at TDC Roof,2021-03-07,2.044
HY Richmond Weather at TDC Roof,2021-03-08,0
HY Richmond Weather at TDC Roof,2021-03-09,0
HY Richmond Weather at TDC Roof,2021-03-10,0
HY Richmond Weather at TDC Roof,2021-03-11,0
HY Richmond Weather at TDC Roof,2021-03-12,0
HY Richmond Weather at TDC Roof,2021-03-13,0
HY Richmond Weather at TDC Roof,2021-03-14,0
HY Richmond Weather at TDC Roof,2021-03-15,0
HY Richmond Weather at TDC Roof,2021-03-16,2.044
HY Richmond Weather at TDC Roof,2021-03-17,0
HY Richmond Weather at TDC Roof,2021-03-18,0
HY Richmond Weather at TDC Roof,2021-03-19,0
HY Richmond Weather at TDC Roof,2021-03-20,0
HY Richmond Weather at TDC Roof,2021-03-21,0
HY Richmond Weather at TDC Roof,2021-03-22,0
HY Richmond Weather at TDC Roof,2021-03-23,0
HY Richmond Weather at TDC Roof,2021-03-24,0
HY Richmond Weather at TDC Roof,2021-03-25,0
HY Richmond Weather at TDC Roof,2021-03-26,0
HY Richmond Weather at TDC Roof,2021-03-27,3.555
HY Richmond Weather at TDC Roof,2021-03-28,20.314
HY Richmond Weather at TDC Roof,2021-03-29,3.048
HY Richmond Weather at TDC Roof,2021-03-30,5.08
HY Richmond Weather at TDC Roof,2021-03-31,34.522
HY Richmond Weather at TDC Roof,2021-04-01,0
HY Richmond Weather at TDC Roof,2021-04-02,2.032
HY Richmond Weather at TDC Roof,2021-04-03,0.508
HY Richmond Weather at TDC Roof,2021-04-04,0
HY Richmond Weather at TDC Roof,2021-04-05,0
HY Richmond Weather at TDC Roof,2021-04-06,0
HY Richmond Weather at TDC Roof,2021-04-07,0
HY Richmond Weather at TDC Roof,2021-04-08,0
HY Richmond Weather at TDC Roof,2021-04-09,1.016
HY Richmond Weather at TDC Roof,2021-04-10,53.312
HY Richmond Weather at TDC Roof,2021-04-11,0.508
HY Richmond Weather at TDC Roof,2021-04-12,0
HY Richmond Weather at TDC Roof,2021-04-13,6.091
HY Richmond Weather at TDC Roof,2021-04-14,0.508
HY Richmond Weather at TDC Roof,2021-04-15,0.508
HY Richmond Weather at TDC Roof,2021-04-16,0.508
HY Richmond Weather at TDC Roof,2021-04-17,0
HY Richmond Weather at TDC Roof,2021-04-18,0
HY Richmond Weather at TDC Roof,2021-04-19,0
HY Richmond Weather at TDC Roof,2021-04-20,0
HY Richmond Weather at TDC Roof,2021-04-21,0
HY Richmond Weather at TDC Roof,2021-04-22,0
HY Richmond Weather at TDC Roof,2021-04-23,0
HY Richmond Weather at TDC Roof,2021-04-24,0
HY Richmond Weather at TDC Roof,2021-04-25,0
HY Richmond Weather at TDC Roof,2021-04-26,0.508
HY Richmond Weather at TDC Roof,2021-04-27,1.016
HY Richmond Weather at TDC Roof,2021-04-28,1.016
HY Richmond Weather at TDC Roof,2021-04-29,0
HY Richmond Weather at TDC Roof,2021-04-30,0
HY Richmond Weather at TDC Roof,2021-05-01,0
HY Richmond Weather at TDC Roof,2021-05-02,0
HY Richmond Weather at TDC Roof,2021-05-03,0
HY Richmond Weather at TDC Roof,2021-05-04,0
HY Richmond Weather at TDC Roof,2021-05-05,0
HY Richmond Weather at TDC Roof,2021-05-06,0
HY Richmond Weather at TDC Roof,2021-05-07,0
HY Richmond Weather at TDC Roof,2021-05-08,2.26
HY Richmond Weather at TDC Roof,2021-05-09,0
HY Richmond Weather at TDC Roof,2021-05-10,3.165
HY Richmond Weather at TDC Roof,2021-05-11,7.235
HY Richmond Weather at TDC Roof,2021-05-12,10.853
HY Richmond Weather at TDC Roof,2021-05-13,0.452
HY Richmond Weather at TDC Roof,2021-05-14,0.452
HY Richmond Weather at TDC Roof,2021-05-15,7.688
HY Richmond Weather at TDC Roof,2021-05-16,16.727
HY Richmond Weather at TDC Roof,2021-05-17,4.068
HY Richmond Weather at TDC Roof,2021-05-18,1.356
HY Richmond Weather at TDC Roof,2021-05-19,0
HY Richmond Weather at TDC Roof,2021-05-20,0
HY Richmond Weather at TDC Roof,2021-05-21,0
HY Richmond Weather at TDC Roof,2021-05-22,0
HY Richmond Weather at TDC Roof,2021-05-23,0
HY Richmond Weather at TDC Roof,2021-05-24,0
HY Richmond Weather at TDC Roof,2021-05-25,0
HY Richmond Weather at TDC Roof,2021-05-26,0
HY Richmond Weather at TDC Roof,2021-05-27,0
HY Richmond Weather at TDC Roof,2021-05-28,2.714
HY Richmond Weather at TDC Roof,2021-05-29,38.431
HY Richmond Weather at TDC Roof,2021-05-30,1.356
HY Richmond Weather at TDC Roof,2021-05-31,0.452
HY Richmond Weather at TDC Roof,2021-06-01,0
HY Richmond Weather at TDC Roof,2021-06-02,0
HY Richmond Weather at TDC Roof,2021-06-03,0
HY Richmond Weather at TDC Roof,2021-06-04,0
HY Richmond Weather at TDC Roof,2021-06-05,12.664
HY Richmond Weather at TDC Roof,2021-06-06,14.012
HY Richmond Weather at TDC Roof,2021-06-07,4.068
HY Richmond Weather at TDC Roof,2021-06-08,0
HY Richmond Weather at TDC Roof,2021-06-09,0
HY Richmond Weather at TDC Roof,2021-06-10,0
HY Richmond Weather at TDC Roof,2021-06-11,0
HY Richmond Weather at TDC Roof,2021-06-12,0
HY Richmond Weather at TDC Roof,2021-06-13,2.465
HY Richmond Weather at TDC Roof,2021-06-14,0.493
HY Richmond Weather at TDC Roof,2021-06-15,0
HY Richmond Weather at TDC Roof,2021-06-16,0.493
HY Richmond Weather at TDC Roof,2021-06-17,5.423
HY Richmond Weather at TDC Roof,2021-06-18,6.409
HY Richmond Weather at TDC Roof,2021-06-19,2.958
HY Richmond Weather at TDC Roof,2021-06-20,0.493
HY Richmond Weather at TDC Roof,2021-06-21,0.493
HY Richmond Weather at TDC Roof,2021-06-22,0
HY Richmond Weather at TDC Roof,2021-06-23,0
HY Richmond Weather at TDC Roof,2021-06-24,0
HY Richmond Weather at TDC Roof,2021-06-25,0
HY Richmond Weather at TDC Roof,2021-06-26,1.479
HY Richmond Weather at TDC Roof,2021-06-27,9.86
HY Richmond Weather at TDC Roof,2021-06-28,3.451
HY Richmond Weather at TDC Roof,2021-06-29,0.493
HY Richmond Weather at TDC Roof,2021-06-30,0
HY Richmond Weather at TDC Roof,2021-07-01,0
HY Richmond Weather at TDC Roof,2021-07-02,0
HY Richmond Weather at TDC Roof,2021-07-03,0
HY Richmond Weather at TDC Roof,2021-07-04,0
HY Richmond Weather at TDC Roof,2021-07-05,0
HY Richmond Weather at TDC Roof,2021-07-06,14.297
HY Richmond Weather at TDC Roof,2021-07-07,0.986
HY Richmond Weather at TDC Roof,2021-07-08,0
HY Richmond Weather at TDC Roof,2021-07-09,0
HY Richmond Weather at TDC Roof,2021-07-10,0
HY Richmond Weather at TDC Roof,2021-07-11,0
HY Richmond Weather at TDC Roof,2021-07-12,0
HY Richmond Weather at TDC Roof,2021-07-13,0
HY Richmond Weather at TDC Roof,2021-07-14,0
HY Richmond Weather at TDC Roof,2021-07-15,2.465
HY Richmond Weather at TDC Roof,2021-07-16,25.638
HY Richmond Weather at TDC Roof,2021-07-17,47.828
HY Richmond Weather at TDC Roof,2021-07-18,33.034
HY Richmond Weather at TDC Roof,2021-07-19,0.986
HY Richmond Weather at TDC Roof,2021-07-20,0
HY Richmond Weather at TDC Roof,2021-07-21,11.832
HY Richmond Weather at TDC Roof,2021-07-22,4.93
HY Richmond Weather at TDC Roof,2021-07-23,1.479
HY Richmond Weather at TDC Roof,2021-07-24,0
HY Richmond Weather at TDC Roof,2021-07-25,5.916
HY Richmond Weather at TDC Roof,2021-07-26,58.18
HY Richmond Weather at TDC Roof,2021-07-27,1.479
HY Richmond Weather at TDC Roof,2021-07-28,0
HY Richmond Weather at TDC Roof,2021-07-29,0
HY Richmond Weather at TDC Roof,2021-07-30,0.493
HY Richmond Weather at TDC Roof,2021-07-31,0
HY Richmond Weather at TDC Roof,2021-08-01,0
HY Richmond Weather at TDC Roof,2021-08-02,0
HY Richmond Weather at TDC Roof,2021-08-03,0
HY Richmond Weather at TDC Roof,2021-08-04,0
HY Richmond Weather at TDC Roof,2021-08-05,51.777
HY Richmond Weather at TDC Roof,2021-08-06,28.599
HY Richmond Weather at TDC Roof,2021-08-07,0
HY Richmond Weather at TDC Roof,2021-08-08,12.325
HY Richmond Weather at TDC Roof,2021-08-09,0
HY Richmond Weather at TDC Roof,2021-08-10,0
HY Richmond Weather at TDC Roof,2021-08-11,0
HY Richmond Weather at TDC Roof,2021-08-12,0
HY Richmond Weather at TDC Roof,2021-08-13,2.465
HY Richmond Weather at TDC Roof,2021-08-14,0
HY Richmond Weather at TDC Roof,2021-08-15,0
HY Richmond Weather at TDC Roof,2021-08-16,3.945
HY Richmond Weather at TDC Roof,2021-08-17,12.325
HY Richmond Weather at TDC Roof,2021-08-18,4.93
HY Richmond Weather at TDC Roof,2021-08-19,0.493
HY Richmond Weather at TDC Roof,2021-08-20,1.479
HY Richmond Weather at TDC Roof,2021-08-21,0
HY Richmond Weather at TDC Roof,2021-08-22,1.479
HY Richmond Weather at TDC Roof,2021-08-23,0
HY Richmond Weather at TDC Roof,2021-08-24,0
HY Richmond Weather at TDC Roof,2021-08-25,0
HY Richmond Weather at TDC Roof,2021-08-26,3.451
HY Richmond Weather at TDC Roof,2021-08-27,37.961
HY Richmond Weather at TDC Roof,2021-08-28,19.227
HY Richmond Weather at TDC Roof,2021-08-29,5.423
HY Richmond Weather at TDC Roof,2021-08-30,0
HY Richmond Weather at TDC Roof,2021-08-31,0
HY Richmond Weather at TDC Roof,2021-09-01,0
HY Richmond Weather at TDC Roof,2021-09-02,0
HY Richmond Weather at TDC Roof,2021-09-03,0
HY Richmond Weather at TDC Roof,2021-09-04,0
HY Richmond Weather at TDC Roof,2021-09-05,0
HY Richmond Weather at TDC Roof,2021-09-06,3.451
HY Richmond Weather at TDC Roof,2021-09-07,21.694
HY Richmond Weather at TDC Roof,2021-09-08,0
HY Richmond Weather at TDC Roof,2021-09-09,0
HY Richmond Weather at TDC Roof,2021-09-10,4.93
HY Richmond Weather at TDC Roof,2021-09-11,0
HY Richmond Weather at TDC Roof,2021-09-12,0
HY Richmond Weather at TDC Roof,2021-09-13,6.41
HY Richmond Weather at TDC Roof,2021-09-14,0
HY Richmond Weather at TDC Roof,2021-09-15,0.493
HY Richmond Weather at TDC Roof,2021-09-16,0
HY Richmond Weather at TDC Roof,2021-09-17,0
HY Richmond Weather at TDC Roof,2021-09-18,0
HY Richmond Weather at TDC Roof,2021-09-19,0.486
HY Richmond Weather at TDC Roof,2021-09-20,0
HY Richmond Weather at TDC Roof,2021-09-21,0
HY Richmond Weather at TDC Roof,2021-09-22,21.386
HY Richmond Weather at TDC Roof,2021-09-23,65.648
HY Richmond Weather at TDC Roof,2021-09-24,0.486
HY Richmond Weather at TDC Roof,2021-09-25,0.972
HY Richmond Weather at TDC Roof,2021-09-26,0
HY Richmond Weather at TDC Roof,2021-09-27,0
HY Richmond Weather at TDC Roof,2021-09-28,0
HY Richmond Weather at TDC Roof,2021-09-29,0
HY Richmond Weather at TDC Roof,2021-09-30,0
HY Richmond Weather at TDC Roof,2021-10-01,0
HY Richmond Weather at TDC Roof,2021-10-02,0
HY Richmond Weather at TDC Roof,2021-10-03,1.458
HY Richmond Weather at TDC Roof,2021-10-04,9.237
HY Richmond Weather at TDC Roof,2021-10-05,1.458
HY Richmond Weather at TDC Roof,2021-10-06,16.527
HY Richmond Weather at TDC Roof,2021-10-07,15.56
HY Richmond Weather at TDC Roof,2021-10-08,0
HY Richmond Weather at TDC Roof,2021-10-09,7.293
HY Richmond Weather at TDC Roof,2021-10-10,0
HY Richmond Weather at TDC Roof,2021-10-11,1.944
HY Richmond Weather at TDC Roof,2021-10-12,0.972
HY Richmond Weather at TDC Roof,2021-10-13,0
HY Richmond Weather at TDC Roof,2021-10-14,0
HY Richmond Weather at TDC Roof,2021-10-15,0.486
